hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
404	夜行鬼0	"{""index"": 404, ""name"": ""夜行鬼0"", ""level"": ""35"", ""hp"": ""510"", ""dc"": ""29-47"", ""exp"": ""350"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 404, ""Name"": ""夜行鬼0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 1, ""Level"": 35, ""HP"": 510, ""Exp"": 350, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 47, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 1, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
405	祖玛弓箭手	"{""index"": 405, ""name"": ""祖玛弓箭手"", ""level"": ""45"", ""hp"": ""3200"", ""dc"": ""40-57"", ""exp"": ""1400"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 405, ""Name"": ""祖玛弓箭手"", ""Appr"": 104, ""Race"": 45, ""RaceImg"": 82, ""Level"": 45, ""HP"": 3200, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 40, ""DCMax"": 57, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 104, ""race"": 45, ""race_img"": 82, ""library_file"": ""Mon-10.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
406	超强骷髅	"{""index"": 406, ""name"": ""超强骷髅"", ""level"": ""160"", ""hp"": ""1"", ""dc"": ""18-32"", ""exp"": ""90"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 406, ""Name"": ""超强骷髅"", ""Appr"": 210, ""Race"": 25, ""RaceImg"": 56, ""Level"": 160, ""HP"": 1, ""Exp"": 90, ""ACMin"": 12, ""ACMax"": 12, ""MAC"": 22, ""DCMin"": 18, ""DCMax"": 32, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 210, ""race"": 25, ""race_img"": 56, ""library_file"": ""Mon-21.wil"", ""frame"": 40, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
407	血金刚	"{""index"": 407, ""name"": ""血金刚"", ""level"": ""40"", ""hp"": ""1620"", ""dc"": ""33-48"", ""exp"": ""460"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 407, ""Name"": ""血金刚"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 108, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 12, ""DCMin"": 33, ""DCMax"": 48, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 108, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
408	牛	"{""index"": 408, ""name"": ""牛"", ""level"": ""4"", ""hp"": ""11"", ""dc"": ""0-4"", ""exp"": ""30"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 408, ""Name"": ""牛"", ""Appr"": 52, ""Race"": 11, ""RaceImg"": 121, ""Level"": 4, ""HP"": 11, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 4, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 52, ""race"": 11, ""race_img"": 121, ""library_file"": ""Mon-5.wil"", ""frame"": 2040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
409	诺玛阻力军0	"{""index"": 409, ""name"": ""诺玛阻力军0"", ""level"": ""40"", ""hp"": ""1"", ""dc"": ""33-50"", ""exp"": ""900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 409, ""Name"": ""诺玛阻力军0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 18, ""Level"": 40, ""HP"": 1, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 50, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 18, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
410	阿龙怪	"{""index"": 410, ""name"": ""阿龙怪"", ""level"": ""79"", ""hp"": ""10000"", ""dc"": ""230-250"", ""exp"": ""5000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 410, ""Name"": ""阿龙怪"", ""Appr"": 128, ""Race"": 19, ""RaceImg"": 182, ""Level"": 79, ""HP"": 10000, ""Exp"": 5000, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 38, ""DCMin"": 230, ""DCMax"": 250, ""DropTable"": 12, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 128, ""race"": 19, ""race_img"": 182, ""library_file"": ""Mon-12.wil"", ""frame"": 8040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
411	魔石咆哮者	"{""index"": 411, ""name"": ""魔石咆哮者"", ""level"": ""65"", ""hp"": ""9100"", ""dc"": ""170-200"", ""exp"": ""5600"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 411, ""Name"": ""魔石咆哮者"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 195, ""Level"": 65, ""HP"": 9100, ""Exp"": 5600, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 90, ""DCMin"": 170, ""DCMax"": 200, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 195, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
412	魔石狂热者	"{""index"": 412, ""name"": ""魔石狂热者"", ""level"": ""65"", ""hp"": ""10000"", ""dc"": ""200-200"", ""exp"": ""5800"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 412, ""Name"": ""魔石狂热者"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 196, ""Level"": 65, ""HP"": 10000, ""Exp"": 5800, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 90, ""DCMin"": 200, ""DCMax"": 200, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 196, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
413	魔石守护神	"{""index"": 413, ""name"": ""魔石守护神"", ""level"": ""82"", ""hp"": ""12000"", ""dc"": ""200-250"", ""exp"": ""10000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 413, ""Name"": ""魔石守护神"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 197, ""Level"": 82, ""HP"": 12000, ""Exp"": 10000, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 100, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 197, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
414	变异刺骨蜥	"{""index"": 414, ""name"": ""变异刺骨蜥"", ""level"": ""65"", ""hp"": ""8400"", ""dc"": ""100-135"", ""exp"": ""3500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 414, ""Name"": ""变异刺骨蜥"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 192, ""Level"": 65, ""HP"": 8400, ""Exp"": 3500, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 60, ""DCMin"": 100, ""DCMax"": 135, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 192, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
415	变异毒蜥	"{""index"": 415, ""name"": ""变异毒蜥"", ""level"": ""65"", ""hp"": ""8800"", ""dc"": ""80-180"", ""exp"": ""3700"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 415, ""Name"": ""变异毒蜥"", ""Appr"": 219, ""Race"": 19, ""RaceImg"": 194, ""Level"": 65, ""HP"": 8800, ""Exp"": 3700, ""ACMin"": 32, ""ACMax"": 32, ""MAC"": 60, ""DCMin"": 80, ""DCMax"": 180, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 219, ""race"": 19, ""race_img"": 194, ""library_file"": ""Mon-21.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
416	变异丑蜥	"{""index"": 416, ""name"": ""变异丑蜥"", ""level"": ""65"", ""hp"": ""8600"", ""dc"": ""120-165"", ""exp"": ""3600"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 416, ""Name"": ""变异丑蜥"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 193, ""Level"": 65, ""HP"": 8600, ""Exp"": 3600, ""ACMin"": 30, ""ACMax"": 30, ""MAC"": 60, ""DCMin"": 120, ""DCMax"": 165, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 193, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
417	变异利爪蜥	"{""index"": 417, ""name"": ""变异利爪蜥"", ""level"": ""65"", ""hp"": ""9600"", ""dc"": ""180-190"", ""exp"": ""4200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 417, ""Name"": ""变异利爪蜥"", ""Appr"": 83, ""Race"": 19, ""RaceImg"": 199, ""Level"": 65, ""HP"": 9600, ""Exp"": 4200, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 50, ""DCMin"": 180, ""DCMax"": 190, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 83, ""race"": 19, ""race_img"": 199, ""library_file"": ""Mon-8.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
418	变异迅猛蜥	"{""index"": 418, ""name"": ""变异迅猛蜥"", ""level"": ""65"", ""hp"": ""8200"", ""dc"": ""115-150"", ""exp"": ""3600"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 418, ""Name"": ""变异迅猛蜥"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 191, ""Level"": 65, ""HP"": 8200, ""Exp"": 3600, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 60, ""DCMin"": 115, ""DCMax"": 150, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 191, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
419	地天灭王	"{""index"": 419, ""name"": ""地天灭王"", ""level"": ""100"", ""hp"": ""50000"", ""dc"": ""200-250"", ""exp"": ""19500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 419, ""Name"": ""地天灭王"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 198, ""Level"": 100, ""HP"": 50000, ""Exp"": 19500, ""ACMin"": 45, ""ACMax"": 45, ""MAC"": 100, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 198, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
420	冰宫射手	"{""index"": 420, ""name"": ""冰宫射手"", ""level"": ""80"", ""hp"": ""8000"", ""dc"": ""100-150"", ""exp"": ""4000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 420, ""Name"": ""冰宫射手"", ""Appr"": 104, ""Race"": 45, ""RaceImg"": 2010, ""Level"": 80, ""HP"": 8000, ""Exp"": 4000, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 80, ""DCMin"": 100, ""DCMax"": 150, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 104, ""race"": 45, ""race_img"": 2010, ""library_file"": ""Mon-10.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
421	冰城帝王	"{""index"": 421, ""name"": ""冰城帝王"", ""level"": ""99"", ""hp"": ""32000"", ""dc"": ""200-250"", ""exp"": ""30000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 421, ""Name"": ""冰城帝王"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2050, ""Level"": 99, ""HP"": 32000, ""Exp"": 30000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 150, ""DCMin"": 200, ""DCMax"": 250, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2050, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
422	冰宫巫师	"{""index"": 422, ""name"": ""冰宫巫师"", ""level"": ""80"", ""hp"": ""8500"", ""dc"": ""50-80"", ""exp"": ""4500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 422, ""Name"": ""冰宫巫师"", ""Appr"": 213, ""Race"": 19, ""RaceImg"": 2030, ""Level"": 80, ""HP"": 8500, ""Exp"": 4500, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 80, ""DCMin"": 50, ""DCMax"": 80, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 213, ""race"": 19, ""race_img"": 2030, ""library_file"": ""Mon-21.wil"", ""frame"": 3040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
423	冰原勇士	"{""index"": 423, ""name"": ""冰原勇士"", ""level"": ""80"", ""hp"": ""8500"", ""dc"": ""140-190"", ""exp"": ""4500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 423, ""Name"": ""冰原勇士"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2060, ""Level"": 80, ""HP"": 8500, ""Exp"": 4500, ""ACMin"": 35, ""ACMax"": 35, ""MAC"": 0, ""DCMin"": 140, ""DCMax"": 190, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2060, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
424	冰宫骑士	"{""index"": 424, ""name"": ""冰宫骑士"", ""level"": ""80"", ""hp"": ""9000"", ""dc"": ""180-210"", ""exp"": ""5500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 424, ""Name"": ""冰宫骑士"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2040, ""Level"": 80, ""HP"": 9000, ""Exp"": 5500, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 50, ""DCMin"": 180, ""DCMax"": 210, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2040, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
425	冰原狼王	"{""index"": 425, ""name"": ""冰原狼王"", ""level"": ""90"", ""hp"": ""10000"", ""dc"": ""200-240"", ""exp"": ""6000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 425, ""Name"": ""冰原狼王"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2070, ""Level"": 90, ""HP"": 10000, ""Exp"": 6000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 60, ""DCMin"": 200, ""DCMax"": 240, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2070, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
426	冰原雪狼	"{""index"": 426, ""name"": ""冰原雪狼"", ""level"": ""60"", ""hp"": ""6000"", ""dc"": ""80-100"", ""exp"": ""3500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 426, ""Name"": ""冰原雪狼"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2080, ""Level"": 60, ""HP"": 6000, ""Exp"": 3500, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 50, ""DCMin"": 80, ""DCMax"": 100, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2080, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
